state,weight,per person
COHispanic65+Male,0.00023803147966318546,0.41294948348855426
COHispanic65+Female,0.00020827754470528726,0.3627790176839578
COAsianAdults 19-25Male,0.0,0.0
COAsianAdults 19-25Female,0.0,0.0
COAsianAdults 26-34Male,0.0,0.0
COAsianAdults 26-34Female,0.0,0.0
COAsianAdults 35-54Male,9.917978319299394e-06,0.06546482956757116
COAsianAdults 35-54Female,0.0,0.0
COAsianAdults 55-64Male,0.0,0.0
COAsianAdults 55-64Female,0.0,0.0
COAsian65+Male,0.0,0.0
COAsian65+Female,0.0,0.0
COAmerican Indian/Alaska NativeAdults 19-25Male,9.917978319299394e-06,1.2475095656314048
COAmerican Indian/Alaska NativeAdults 19-25Female,9.917978319299394e-06,1.2525096039706087
COAmerican Indian/Alaska NativeAdults 26-34Male,0.0,0.0
COAmerican Indian/Alaska NativeAdults 26-34Female,9.917978319299394e-06,0.7905911634736504
COAmerican Indian/Alaska NativeAdults 35-54Male,5.9507869915796364e-05,2.5138494553947326
COAmerican Indian/Alaska NativeAdults 35-54Female,3.9671913277197574e-05,1.682616669542767
